SMILES,IE,EA,n_F,n_O
C#C[C@H]1CC=CCO1,6.813133699,1.538859485,0,1
O[C@@]12C[CH][C]3C[C@@H]1[C@H]32,5.706299763,2.134639979,0,1
O=C[C@H]1[C@H]2[C@@H]3C[C@H]2[C@H]13,7.013102991,1.661820684,0,1
O[C@]12C[C@@H]3[C@@H]4[C@H]1[C@H]2[C@@H]43,5.431267121,0.851801845,0,1
O=C[C@H]1[C@@H]2C=C[C@H]1C2,6.254762856,1.943325191,0,1
O=CC#CCC1CC1,7.296746248,2.563967165,0,1
O=C[C@H]1[C@H]2[C@H]3C[C@@H]1[C@H]32,6.27449076,1.773296987,0,1
C#CCC#CCOC,7.116846758,1.515506355,0,1
C#CC1=CCC[C@@H]1O,6.513024746,1.819227645,0,1
O[C@H]1[C@@H]2[C@H]3[C@@H]2[C@H]2[C@@H]1[C@@H]32,5.474145422,0.65803463,0,1
C#CC1=CCOCC1,6.436327223,1.732874337,0,1
CC#CC1CC(=O)C1,6.856157982,1.678506774,0,1
C1=C[C@H]2C[C@@H]1[C@]21CO1,6.313853301,0.575845462,0,1
C#C[C@@]12C[C@H](O)[C@@H]1C2,6.198772136,0.913340041,0,1
O[C@H]1[C@H]2C=C[C@@H]1C=C2,6.147182043,1.293244698,0,1
O=C1C[C@H]2[C@H]3C[C@@H]1[C@@H]23,6.500079175,1.301488617,0,1
C#CC(O)(C#C)CC,7.50156456,1.791434709,0,1
O=C1C=CCC12CC2,7.054704313,2.05285982,0,1
C#CC[C@@H]1[C@@H]2C[C@H]1O2,6.879672775,0.549192194,0,1
C#C[C@@H]1C=C[C@@H](O)C1,6.96734703,1.151246936,0,1
C#CC#C[C@H](O)CC,7.080289398,2.144834996,0,1
CC1=CC(=O)[C@H]2C[C@@H]12,6.727178709,2.095216125,0,1
C#CC#CC[C@@H](C)O,6.871218931,1.90038238,0,1
CC#C[C@H]1C[C@H]2O[C@@H]12,6.745679562,0.612683018,0,1
CC1=C[C@H]2C=C[C@@H]1O2,5.954116847,1.350801618,0,1
O=C1[C@H]2C[C@H]2C12CC2,6.626418069,1.313623651,0,1
C#C[C@H]1OC12CCC2,6.983995481,0.711386267,0,1
CC#CCC#CCO,6.960770051,1.039467065,0,1
CC(=O)C#CC1CC1,6.871838711,2.350624052,0,1
O[C@H]1[C@H]2[C@@H]3C=C[C@H]2[C@H]13,5.964344033,0.640587109,0,1
c1occ2c1CCC2,6.05686154,0.637960437,0,1
C#CC1=CCCOC1,6.452627675,1.737904972,0,1
C#CC[C@H]1C[C@H]2O[C@@H]12,6.799519337,0.480075149,0,1
C#C[C@@H]1[C@@H]2C[C@H](O)[C@@H]21,6.708407688,1.502077384,0,1
OCc1ccccc1,6.583105079,1.137701008,0,1
O[C@H]1[CH][C]2C[C@@H]3[C@H]2[C@H]13,5.74709657,2.316780999,0,1
C#C[C@@]1(C)C=CCO1,6.891354802,1.495410844,0,1
C#CCC1CC(=O)C1,7.117248216,1.583995459,0,1
CC#C[C@H]1C[C@H]1C=O,6.622974868,1.620340836,0,1
C#CC[C@@H]1C=CCO1,6.592282357,0.636988509,0,1
[CH]1[C]2CO[C@H]2[C@H]2C[C@@H]12,6.197338763,1.365889027,0,1
C#C[C@H](C)C#CCO,7.155688995,1.60774852,0,1
C#C[C@@H]1CC[C@@H]1C=O,6.984425549,1.70511643,0,1
C1=C[C@H]2O[C@@H]1C21CC1,6.38471717,1.324133998,0,1
O=C[C@H]1C=C[C@H]2C[C@H]21,6.186892639,1.700400419,0,1
C#CC#CCCCO,6.909998653,1.874883163,0,1
C1=C[C@H]2C=C[C@@H]1CO2,6.304193812,1.271211489,0,1
O=C1[C@H]2C[C@H]3[C@@H]1C[C@@H]23,6.768492146,1.090462045,0,1
C#C[C@H](O)CC#CC,6.973076456,1.67332861,0,1
O=C1C=CCCC=C1,7.496968864,2.606019824,0,1
C#CCC1(C=O)CC1,7.156458487,1.701522211,0,1
C[C@@]12C[C@H]3C(=O)[C@@H]1[C@H]32,6.696163716,0.531932467,0,1
C#C[C@@H]1C=CCCO1,6.905034114,1.556707368,0,1
CC#CC1=CCOC1,6.185219,1.538723545,0,1
C#C[C@@H]1C[C@@H]2O[C@@H]2C1,6.819358922,0.816519175,0,1
[CH]1CO[C@H]2C=CC[C]12,6.445714388,0.604449888,0,1
O=CCC#CC1CC1,6.459962889,1.74009394,0,1
C#CCC1=CCOC1,6.448688462,0.760667735,0,1
O=C[C@@]12C=CC[C@@H]1C2,6.352520816,1.631670478,0,1
C1=C[C@@H]2O[C@H]1[C@@H]1C[C@H]21,6.500338883,0.8003992,0,1
O=C1[C@H]2C[C@H]2[C@H]2C[C@@H]12,6.561994562,1.491960878,0,1
O=C1C=CCC=CC1,6.553296536,2.291610496,0,1
C#CC#CCOCC,7.02181752,2.088521566,0,1
C#CC1(C)CC(=O)C1,7.126847436,1.738791315,0,1
C#C[C@]12CC[C@H](C1)O2,7.053225279,0.565573435,0,1
O=C1C[C@H]2[C@H]3C[C@H]3[C@@H]12,6.040376398,1.61854428,0,1
C#C[C@H]1O[C@H]2CC[C@@H]12,6.824350661,1.517559642,0,1
O=C[C@@]12C[C@H]3[C@@H]1C[C@H]32,7.005104472,1.847831346,0,1
CC#CC(=O)C1CC1,7.237120397,2.28973931,0,1
C#CC(=O)C1(C)CC1,7.506866996,2.58430468,0,1
C[C@H]1C[C@H]1C#CC=O,6.723165598,2.515774963,0,1
C#CC12COC(C1)C2,6.983221461,0.132955442,0,1
C#CC(=O)C1CCC1,7.432019404,2.65857753,0,1
C[C@]12C(=O)[C@@H]3C[C@H]1[C@@H]32,6.48726963,0.64236336,0,1
C#C[C@@H]1C=CCOC1,6.820866978,0.936788423,0,1
C#CC(C#C)CCO,7.29462611,0.710937173,0,1
O=C1C[C@H]2C=C[C@@H]1C2,6.310353867,1.458608421,0,1
C[C@@]12[C@H]3[C@@H]4O[C@@H]([C@@H]41)[C@H]32,6.152860766,0.387006843,0,1
C#C[C@H]1[C@@H](C)[C@H]1C=O,6.817199848,1.67955368,0,1
C#C[C@H]1C=C(C)CO1,6.694227933,0.771730917,0,1
C1=C[C@H]2C[C@@H]1[C@@H]1O[C@@H]12,6.435471754,0.78516807,0,1
C#C[C@@H]1[C@@H]2O[C@@H]2[C@@H]1C,6.929654371,0.66242183,0,1
C#C[C@H]1CCC(=O)C1,7.076775325,1.457732446,0,1
O[C@@]12[C]3[CH]C[C@@H]1[C@@H]2C3,5.61579809,2.304374788,0,1
C#CCC#CCCO,7.008089727,0.632083805,0,1
C#C[C@@H]1CCCC1=O,6.866223208,1.671776145,0,1
O=CC1=CC[C@H]2C[C@@H]12,6.436650328,2.364869553,0,1
c1cc(C2CC2)co1,5.906309785,0.436279982,0,1
C#CC(=O)[C@@H]1C[C@@H]1C,7.451858956,2.560681994,0,1
O=C1C=CC2(CC2)C1,6.614257008,2.10331882,0,1
O[C@H]1[C@H]2[C@H]3[C@H]4[C@@H]1[C@@H]2[C@H]43,6.047463145,0.732997681,0,1
O=C1CC=CC=CC1,6.136145702,1.697639761,0,1
C(#C[C@H]1CO1)C1CC1,6.457934979,0.495028178,0,1
C1O[C@@H]2[C@@H]3[C@H]1[C@@H]1[C@H]2[C@H]31,6.181529204,0.450729007,0,1
O[C@]12[C@H]3[C@@H]4C[C@H]3[C@H]1[C@@H]42,5.422704891,0.887165397,0,1
C#C[C@@H]1C[C@@H]1C(C)=O,6.802828392,1.459026187,0,1
C#CC1=C[C@@H](C)OC1,6.454122372,1.850551048,0,1
C#CC1=C(C)COC1,6.242294689,1.70940602,0,1
C#CC1=CC[C@H](O)C1,6.386157063,1.762192212,0,1
C#CC[C@H](O)C#CC,7.041228648,1.467119589,0,1
C#C[C@H]1OC[C@H]2C[C@H]21,7.245244578,0.64288485,0,1
CC1=C[C@H]2C[C@H]2C1=O,6.566400883,2.159385683,0,1
C[C@H]1[C@H]2C=CC(=O)[C@@H]12,6.573681672,2.297042757,0,1
C#C[C@H](C=O)C1CC1,7.01220111,1.905464053,0,1
C1[C@H]2[C@@H]3[C@H]2[C@]2(CO2)[C@H]13,6.270892426,0.410533493,0,1
C[C@]12O[C@@H]3[C@@H]4[C@H]1[C@H]2[C@@H]43,5.710761688,0.251860626,0,1
O=C1C=CC[C@H]2C[C@@H]12,6.931120169,2.1694727,0,1
O=C1C=CC=CCC1,6.476323188,2.75684217,0,1
C#CCC(=O)C1CC1,7.068875992,1.62296526,0,1
C#CC12CC(O)(C1)C2,7.067152542,0.905023947,0,1
C1=C[C@H]2C=C[C@@H](C1)O2,6.242970713,1.026625485,0,1
C#C[C@H]1CC[C@H]2O[C@@H]12,7.175160938,0.639609774,0,1
[CH]1CO[C@H]2CC=C[C]12,5.904876272,1.482691791,0,1
C#C[C@@H]1[C@@H]2COC[C@@H]21,6.838449408,0.738996987,0,1
O=C1C[C@H]2CC=C[C@@H]12,6.241792813,1.508388078,0,1
C#CC1=CCO[C@@H]1C,6.440496783,1.838890018,0,1
C#C[C@H]1C[C@H](C=O)C1,7.128026598,1.721857452,0,1
C#CC[C@@H](C#C)CO,7.007012298,1.606978637,0,1
CC1(C#CC=O)CC1,6.839841192,2.51613284,0,1
CC#CC1(C=O)CC1,6.638853789,1.747054782,0,1
O=C[C@@]12[C@H]3C[C@@H]1C[C@H]32,6.492041586,1.641004072,0,1
C#CCC[C@H](O)C#C,7.305877933,1.641808835,0,1
C#CC[C@@H]1CCC1=O,6.827738425,1.679975871,0,1
C#CCO[C@H](C)C#C,7.295716985,1.529647951,0,1
C#CC(=O)CC1CC1,7.062537289,2.683751698,0,1
C#C[C@@H]1OCC=C1C,6.660702513,0.8324373,0,1
O=C1C[C@H]2C=CC[C@@H]12,6.762311764,1.548300006,0,1
O=C[C@@]12C[C@H]3C[C@@H]1[C@H]32,6.536751312,1.671561927,0,1
C#C[C@](C)(O)C#CC,7.144135537,1.722921926,0,1
O=C[C@H]1[C@H]2[C@H]3C[C@H]3[C@@H]12,5.358987413,1.727672025,0,1
OC12C=CC(C=C1)C2,6.067094478,1.249602271,0,1
C#C[C@H]1CC12COC2,6.555073192,1.399118246,0,1
C#CC1(C=O)CCC1,7.07606957,1.945624989,0,1
C#CC12CC(C)(C1)O2,6.843977758,0.629436605,0,1
OC[C@]12[C@H]3[C@@H]4[C@H]3[C@H]1[C@@H]42,5.476239671,0.899746779,0,1
c1coc(C2CC2)c1,5.660734,0.311224518,0,1
C#C[C@@]1(C2CC2)CO1,7.023173627,0.562121733,0,1
C1=C[C@@H]2C[C@H](C=C1)O2,6.093746381,2.222688685,0,1
C1[C@@H]2[C@H]3O[C@@H]2[C@H]2[C@@H]1[C@@H]32,6.582486581,0.338788753,0,1
O=C1[CH][C]2CC[C@@H]2C1,7.193995957,2.199888381,0,1
C#CC#CCCOC,6.845277556,1.919690061,0,1
O=C1CC=CC12CC2,6.288098485,1.496028069,0,1
C#CC#CC(C)(C)O,7.050617799,2.083991196,0,1
C#CCC(O)CC#C,7.222353167,0.68402221,0,1
C1=C[C@]23C[C@@]2(C1)CO3,5.873831793,0.835117897,0,1
O=CC#CC1CCC1,7.342867434,2.582867573,0,1
C#C[C@@H]1C=C[C@@H](C)O1,6.867847364,0.91148346,0,1
C[C@@H]1[C@@H]2C(=O)[C@@H]3[C@H]1[C@H]23,6.731848722,0.630654043,0,1
C#C[C@H](O)C#CCC,7.193364803,1.765762719,0,1
O=CC12C=CC(C1)C2,6.359926257,1.878170321,0,1
C#CC[C@@H](C#C)OC,7.154701812,1.562168702,0,1
[CH]1CO[C@@H]2[C]1[C@@H]1C[C@@H]12,6.251661337,1.3343811,0,1
C#C[C@@H]1C[C@@H]1CC=O,6.655683631,1.627150788,0,1
O=C1CC=C[C@H]2C[C@@H]12,6.312353428,1.412243032,0,1
CC12C=CC(C=C1)O2,6.149052075,1.537136895,0,1
C#CC1(C(C)=O)CC1,6.896162426,1.638444029,0,1
C#CC#C[C@H](C)OC,7.010620343,2.074501558,0,1
Cc1ccnn1C=O,7.009479043,2.169591943,0,1
O=CCc1c[nH]cn1,6.251520793,1.529962882,0,1
N=COc1cc[nH]c1,5.800186466,0.619669977,0,1
N#C[C@@H]1CNCC1=O,6.493554534,1.939591979,0,1
N#C[C@H]1O[C@H]2CN[C@@H]12,6.379263093,0.998484704,0,1
N#C[C@@H]1NCCC1=O,6.678890402,2.010837502,0,1
O=C1CN=CN2C[C@@H]12,6.533474195,2.043854894,0,1
N#CC[C@@H]1CN1C=O,7.469456023,1.206187804,0,1
Cc1nccn1C=O,6.556737939,2.169023674,0,1
O=C1CN2C=NC[C@@H]12,6.492405244,2.062186037,0,1
O[C@H]1Cn2ccnc21,6.25585127,0.892092395,0,1
N=CNc1ccco1,5.455771364,0.916145908,0,1
N#C[C@@H]1[C@@H]2N[C@@H]2[C@@H]1O,6.541453274,0.753208829,0,1
Cn1cnc(C=O)c1,6.765824856,1.939305288,0,1
O=C1CN=C2CCN12,6.831980422,1.527160272,0,1
Oc1ncc2n1CC2,5.577582849,0.906927076,0,1
Cc1ccnoc1=N,6.706778093,2.704812305,0,1
Cc1nccc(O)n1,7.041656057,1.629756113,0,1
N#CCN1CC(=O)C1,6.390027353,1.882679504,0,1
C[C@H]1OC(=N)[C@H]1C#N,7.614317561,1.094086363,0,1
N#CC[C@H]1COC=N1,7.317808691,0.771442136,0,1
Nc1ccc(O)cn1,5.395738847,1.383943673,0,1
O/N=C1\[C@@H]2C=C[C@H]1N2,6.211192348,1.408618396,0,1
C[C]1C=CN=C([NH])O1,6.454731671,2.563537326,0,1
OCc1ncccn1,7.05284912,2.0243264,0,1
c1nc([C@H]2CO2)c[nH]1,6.202677711,0.679230488,0,1
C[C@H]1CN=C(C#N)O1,7.50115302,2.364815334,0,1
c1ncc([C@H]2CO2)[nH]1,6.173581736,0.667276614,0,1
C#CC(=N)NC(C)=O,6.62580787,2.36359545,0,1
Nc1ccnc(O)c1,6.162636689,1.022474649,0,1
c1noc2c1NCC2,5.277440496,1.128992541,0,1
Nc1cccc(=O)[nH]1,5.423651989,1.534834224,0,1
CC1=CC(=N)NC1=O,7.213538911,2.868408975,0,1
Nc1c[nH]cc1C=O,5.208493686,1.842212104,0,1
N#C[C@@H]1CCNC1=O,7.578876745,0.88916483,0,1
OC1=NN2CC[C]2[CH]1,6.002255614,0.827977435,0,1
N#C[C@@H]1CN=COC1,7.151467252,1.050175063,0,1
O=C1N[C@H]2CN3[C@@H]1[C@@H]23,6.754731923,0.750454658,0,1
CC(=O)c1cn[nH]c1,7.060154502,1.882423186,0,1
Cc1cc(=O)[nH]cn1,6.756624712,1.970659294,0,1
Cn1cccnc1=O,6.669969912,2.287049312,0,1
O=CN1[C@H]2[C@H]3N[C@H]3[C@H]21,5.998872435,0.470602127,0,1
Cn1ccnc1C=O,6.676687509,2.511117737,0,1
c1n[nH]c2c1CCO2,5.780532851,0.652868107,0,1
Cc1c[nH]ncc1=O,6.486069336,1.990157749,0,1
N=C1O[C@H]2C[C@@H]3[C@H]2N13,7.179553153,0.472917912,0,1
N#C[C@H]1CCC(=N)O1,7.351689261,1.773139874,0,1
O=C[C@H]1N=CN2C[C@@H]12,6.818279207,1.846998174,0,1
C[C@H]1OC=N[C@H]1C#N,7.589993014,1.344367283,0,1
Nc1cc(=O)cc[nH]1,5.856174004,0.909312611,0,1
C#CC/N=C/NC=O,7.000411296,1.724039715,0,1
c1nc(C2CC2)no1,7.103297611,1.747195985,0,1
N#CC1CC(=NO)C1,7.077285941,1.414196526,0,1
Cn1ncccc1=O,6.67348601,2.430284833,0,1
ON=c1cc[nH]cc1,4.944447517,0.868930563,0,1
Cc1ccnc(=O)[nH]1,6.644980969,2.261392122,0,1
N#C[C@H](N)C#CCO,6.993727676,1.897136007,0,1
N#CC[C@@H]1N[C@@H]1C=O,7.285389381,2.003354968,0,1
c1cn2c(n1)OCC2,5.68266635,0.477736477,0,1
Cc1[nH]cnc1C=O,6.580937678,1.870648271,0,1
N#CC1(C(N)=O)CC1,7.647291643,1.708626795,0,1
C/N=c1/cconc1,6.318282316,2.486400252,0,1
OC1=N[CH]N2CC[C]12,5.5232121,0.16845374,0,1
Cn1cncc1C=O,6.773375442,2.36619733,0,1
C[C@H]1CN1C(=O)C#N,7.587740695,2.784006176,0,1
O=C1[CH][C]2NC[C@@H]2N1,6.025086079,1.987241586,0,1
N#C[C@]1(O)CN2C[C@H]21,6.938233646,1.910503501,0,1
N=C1O[C@@H]2[C@H]3N[C@@H]2[C@@H]13,6.335474807,0.481090112,0,1
C1=N[C@H]2[C@@H](O1)[C@H]1N[C@H]12,6.154038187,0.57362771,0,1
CC(=O)N1C[C@H]1C#N,7.532406809,1.715880149,0,1
N#C[C@H](C=O)[C@H]1CN1,6.962181198,2.369927451,0,1
Cc1ccn[nH]c1=O,6.688548037,2.347100811,0,1
O=C1[C@H]2N[C@H]2[C@@]12CN2,6.363993296,2.027787765,0,1
N=c1occcc1N,5.195302603,1.842896713,0,1
c1nc2c(o1)CNC2,5.956469095,1.268670826,0,1
Cc1cn[nH]c1C=O,6.977652014,2.563627828,0,1
CC1=CC(=O)NC1=N,7.276144929,2.876750713,0,1
CC(=O)c1cc[nH]n1,7.312884216,2.06983884,0,1
Cc1ccc(=O)[nH]n1,6.671989531,2.444533117,0,1
C#CCNC(=N)C=O,6.78379267,2.885513834,0,1
Cc1n[nH]ccc1=O,6.558174812,1.939216661,0,1
c1n[nH]c2c1OCC2,5.651096452,0.458492601,0,1
N=CN1C(=O)[C@@H]2C[C@@H]21,6.634185906,1.548758755,0,1
NC(=O)C#C[C@H]1CN1,6.763103991,2.1509724,0,1
Cc1nc[nH]c1C=O,6.667415435,2.258943277,0,1
c1nc2c(o1)NCC2,5.064864859,0.722683086,0,1
Oc1cnc2n1CC2,5.493181196,1.023788434,0,1
CC1=NC[C@H](C#N)O1,7.287553062,1.786476446,0,1
C#C[C@@H]1NC/C1=N\O,6.526007109,1.359655388,0,1
O=C1[C@H]2N[C@H]2[C@H]2N[C@@H]12,6.268729793,2.061786446,0,1
N=CNc1ccoc1,5.690035496,0.499106066,0,1
N#C[C@H]1N[C@H]1[C@H]1CO1,7.422924965,1.090367214,0,1
O=C1NC=C[C@H]2N[C@@H]12,6.072250378,1.444219171,0,1
O=CCc1cn[nH]c1,6.590274883,1.706726681,0,1
Cc1ccc(=N)on1,6.72065099,2.739058579,0,1
c1[nH]nc2c1COC2,6.547948034,0.388920664,0,1
C[C@H]1COC(C#N)=N1,7.516702335,2.427919407,0,1
O=CCc1cnc[nH]1,6.152191102,2.009209997,0,1
N=C1C=CCC(=O)N1,6.928899769,2.016690397,0,1
Cc1c[nH]nc1C=O,6.895811241,2.315165399,0,1
N#CC[C@@H]1COC1=N,7.488424087,0.883775794,0,1
N=C1N[C@H]2C[C@H]2C1=O,6.478841623,2.632408015,0,1
Cn1cnccc1=O,6.787509231,2.008371374,0,1
COc1cncnc1,6.917672186,1.939579911,0,1
Cc1cnc[nH]c1=O,6.642437798,1.929615105,0,1
[N][N][C]1CCCC1=O,6.450085288,3.095685266,0,1
C[C@@]1(C#N)COC1=N,7.643642106,1.759712476,0,1
NC1=CC(=O)N2C[C@@H]12,6.226708783,1.70551517,0,1
N/C=N/c1ccco1,5.160188524,1.403358573,0,1
C#CC(=N)N(C)C=O,7.066323275,2.465324061,0,1
[CH]1N=C2OCC[C]2N1,5.335288412,0.641033868,0,1
N#CCC(=O)[C@H]1CN1,7.152531514,2.12764601,0,1
Nc1ccc(C=O)[nH]1,5.230770301,1.870270781,0,1
Nc1c[nH]c(C=O)c1,5.23046075,2.067176209,0,1
O=C1N[CH][C]2CN[C@H]21,5.840883276,1.647870515,0,1
O/N=C1\C=CN2C[C@@H]12,5.960538368,1.952413325,0,1
c1nc2c([nH]1)COC2,6.033985118,0.700295288,0,1
Cc1cnoc(=N)c1,6.677723784,2.743809348,0,1
N#C[C@@H]1COC(=N)C1,7.290594158,1.124832711,0,1
N#C[C@@H]1N[C@@H]1CC=O,7.192954488,1.735320102,0,1
c1[nH]nc2c1CCO2,5.998208129,0.626412576,0,1
Cc1cncn1C=O,6.497641287,2.211044705,0,1
Cc1nccc(=O)[nH]1,6.715481615,1.979568183,0,1
C#CC(=O)N(C)C=N,7.159493412,2.559656511,0,1
c1nocc1[C@H]1CN1,6.629342526,1.249667246,0,1
O=CN1C=N[C@H]2C[C@H]21,6.609573843,1.787214272,0,1
C#C[C@@H]1NC(=N)[C@H]1O,6.62671802,1.622615082,0,1
Cc1cc(=N)cno1,6.504924154,2.394610154,0,1
N#C[C@]12COC[C@H]1N2,7.46517021,1.612458695,0,1
Nc1cc[nH]c(=O)c1,5.824363663,1.484028278,0,1
NC(=O)n1cccc1,6.139837917,1.401947088,0,1
N#CCC1=NCCO1,7.093130306,1.296692601,0,1
Cc1cncoc1=N,6.494261543,2.245023331,0,1
Nc1ncccc1O,5.548772893,1.217213046,0,1
Nc1c[nH]ccc1=O,5.319327691,0.957379455,0,1
N#CCC(O)CC#N,8.36373983,0.931654863,0,1
c1n[nH]c2c1COC2,6.43998575,0.243331156,0,1
c1cc([C@H]2CO2)n[nH]1,6.739586333,0.494587645,0,1
N#C[C@H]1CCN=CO1,7.140728342,1.767431678,0,1
O=CCn1ccnc1,6.450107797,2.061260069,0,1
Nc1cccn1C=O,5.150037519,1.868818076,0,1
O=C1C[C@H]2CN=CN12,6.751616719,1.569137694,0,1
C[C@@]1(C(=O)C#N)CN1,7.129114597,3.28769094,0,1
C[C@H]1N[C@@]1(C#N)C=O,7.428886466,2.25400989,0,1
N#CC1=NCCCO1,7.348110492,2.216383751,0,1
N#CC(=O)C[C@H]1CN1,6.91029114,3.301647428,0,1
Nc1ccc(O)nc1,5.36704729,1.430356269,0,1
N#CC[C@@H](C#N)CO,8.225033892,1.791919826,0,1
O=C1N2C[C@H]2[C@@]12CN2,7.006575936,1.910827605,0,1
CC#CC(=O)NC=N,6.649730796,2.212388009,0,1
CC1=COC([NH])=C[N]1,6.28907949,2.685284889,0,1
[NH][C]1C(=O)C[C@@H]2CN12,6.842989538,3.053781706,0,1
c1cc(N2CC2)on1,6.01958996,1.095686197,0,1
C#CCN(C=N)C=O,7.206106384,1.765596194,0,1
O=CCc1ccn[nH]1,6.665163589,2.048544556,0,1
c1coc([C@H]2CN2)n1,6.50083991,1.078433117,0,1
c1n[nH]cc1[C@H]1CO1,6.548433243,0.346682867,0,1
N#CC/N=C1/CCO1,7.209252012,1.315667436,0,1
c1[nH]nc2c1OCC2,5.745105861,0.42936754,0,1
CC1=C[N]C=C([NH])O1,6.291287978,2.662504993,0,1
N#CC1(OC=N)CC1,7.274100238,1.829956064,0,1
O=CC1=N[C@H]2C[C@H]2N1,6.17654931,2.789557197,0,1
Cn1ccncc1=O,6.383325364,2.387519826,0,1
c1cc([C@H]2CN2)on1,6.723320381,1.255347098,0,1
CC#CC(=N)NC=O,6.98703541,2.073870278,0,1
c1ncn2c1OCC2,5.645116308,0.532730634,0,1
c1nc([C@H]2CN2)co1,6.485051434,0.899080095,0,1
N=C1[CH][C]2NC[C@@H]2O1,5.743925015,2.328508461,0,1
C#C[C@]1(C(N)=O)CN1,6.944566591,1.745313433,0,1
N=c1cc(N)cco1,5.438093005,1.749067255,0,1
N=C1N2[C@@H]3C[C@@]1(O)[C@@H]32,6.702065371,0.577498767,0,1
C#C[C@H]1CNC(=O)N1,6.8776632,1.613801286,0,1
c1noc2c1CNC2,6.019148426,1.236923464,0,1
c1onc2c1CNC2,6.015350306,1.281698415,0,1
N#CC[C@@H]1NCC1=O,6.689538918,1.990521102,0,1
N#CC[C@]1(C=O)CN1,7.268240221,2.163936031,0,1
CC(=O)c1cnc[nH]1,6.808214256,2.18791587,0,1
N=C1[C@H]2OC[C@@H]3[C@H]2N13,6.529256473,0.948832116,0,1
O=CCc1ncc[nH]1,6.184659626,2.018833125,0,1
C[C@H](C#N)OCC#N,8.52434522,1.737981901,0,1
O=C1NC=NC12CC2,6.623527863,1.381022419,0,1
[NH][CH]N1CC=CC1=O,6.5800689,2.066972145,0,1
C#C/C(=N\C)NC=O,6.408926953,2.37923823,0,1
C[C@H]1N[C@H]1C(=O)C#N,7.29942528,3.209912044,0,1
c1nonc1C1CC1,7.120130688,2.061043817,0,1
Nc1cnccc1O,5.593812957,1.051408688,0,1
O=CNc1cc[nH]c1,5.548873129,0.472648214,0,1
OCc1ccncn1,7.05185127,1.963335335,0,1
OCc1cnccn1,7.303619584,2.318373946,0,1
NC(=O)c1ccc[nH]1,6.122138658,1.61052061,0,1
N#C[C@H]1C[C@H](C=O)N1,6.687802257,2.13250705,0,1
Cc1cc(=N)ocn1,6.490317208,2.255443963,0,1
N#CC[C@H]1CN=CO1,7.277456205,0.776441625,0,1
O=C1N[C@H]2[C@H]3N[C@H]3[C@@H]12,6.026663205,0.731782197,0,1
N=c1cccc(N)o1,5.222806888,1.72255045,0,1
CO[C@H](C#N)CC#N,8.17674977,1.858371708,0,1
CC(=O)c1ncc[nH]1,6.690657089,2.334586364,0,1
O/N=C1\C=C[C@H]2N[C@@H]12,6.509170854,2.152860816,0,1
C1N=C2OC[C@@H]3[C@H]1N23,6.684964047,2.530449636,0,1
N=C1NC(=O)[C@H]2C[C@@H]12,7.010589902,1.509040773,0,1
Cn1cc(C=O)cn1,7.098988091,1.931171053,0,1
Cc1nccc(=N)o1,6.495572601,2.238652249,0,1
CN1C(=O)C[C@H]1C#N,7.331360246,1.705121064,0,1
CN1CC(=O)[C@H]1C#N,6.418624926,2.253310478,0,1
N#CC[C@@H]1CC(=N)O1,7.385185668,0.963312164,0,1
N#C[C@H](C=O)N1CC1,6.845161179,2.249265687,0,1
CC1=CNC(=N)C1=O,6.166858947,3.04033476,0,1
Cc1cc(=O)nc[nH]1,6.780770614,1.375637391,0,1
O=CNc1ccc[nH]1,5.366003255,0.632406894,0,1
Cn1ccc(=O)nc1,6.742676499,1.724057324,0,1
N=c1ccc(N)co1,5.182720156,2.096479039,0,1
N#C[C@@H]1NC[C@@H]1C=O,6.736723071,1.938042927,0,1
CC1=CN=C([NH])O[CH]1,6.433361616,2.640374637,0,1
O/N=C1\[C@@H]2C[C@@H]3[C@H]1N23,6.510557867,0.925530172,0,1
N#C[C@H]1NC[C@@]12CO2,6.715851432,1.07201001,0,1
O=CCc1cc[nH]n1,6.793416552,1.666376372,0,1
C#CC(=O)C(=N)NC,6.609858864,3.250846881,0,1
c1nc(N2CC2)co1,5.68902138,1.24107485,0,1
Nc1cccc(O)n1,5.645562349,1.098454466,0,1
CN1C(=N)C=CC1=O,7.128598258,2.998477778,0,1
CC(=O)[C@@]1(C#N)CN1,7.606117109,2.143043392,0,1
NC1=N[C@H]2C[C@H]2C1=O,6.227022068,2.603196797,0,1
O=c1[nH]cc2n1CC2,5.381295308,0.482398352,0,1
c1noc2c1CCN2,5.465769985,0.645019423,0,1
N#CCC(=O)N1CC1,7.407080399,1.804175632,0,1
c1ncc(N2CC2)o1,5.62725264,1.029081811,0,1
Cc1cc(C=O)n[nH]1,6.968620703,2.282971813,0,1
O=C1N[C@@H]2[C@H]3N[C@@H]2[C@@H]13,6.14541358,0.680532934,0,1
c1onc2c1CCN2,5.996409108,0.986439593,0,1
Nc1cc(O)ccn1,5.891483781,0.97919929,0,1
Nc1ccc(=O)[nH]c1,5.159988779,1.823721331,0,1
Cn1ccc(=O)cn1,6.523532152,2.06732619,0,1
CN1C=CC(=O)[C]1[NH],6.259639352,3.088539743,0,1
C#CC(=O)NC(C)=N,7.111432595,2.45851471,0,1
Nc1ccn(C=O)c1,5.248352225,1.738834956,0,1
N#C[C@@H]1CC(=O)CN1,6.636530287,1.796635339,0,1
Cc1cc(O)ncn1,7.159549067,1.588149027,0,1
