SMILES,IE,EA,n_F,n_O
Cn1c(=O)c2cc3c4c5cc(F)c(F)cc5c5cc(F)c(F)cc5c4c4cc5c(=O)n(C)c(=O)c6cc7c8c9cc(F)c(F)cc9c9cc(F)c(F)cc9c8c8cc(c1=O)c2c1c3c4c(c56)c7c81,5.849566912,3.742370618,8,4
Cn1c(=O)c2cc3cc(-c4ccccc4F)c4cc5c(=O)n(C)c(=O)c6cc7cc(-c8ccccc8F)c8cc(c1=O)c2c1c3c4c(c65)c7c81,6.061716929,3.602986048,2,4
Cc1cc2cc3c(=O)n(C)c(=O)c4cc5c(C)cc6cc7c(=O)n(C)c(=O)c8cc1c1c2c(c34)c5c6c1c78,5.982033907,3.546922769,0,4
COCCOc1csc(-c2ccccc2)c1,5.497433646,1.914357674,0,2
CN(C)N1SNc2c(C(=O)O)cccc21,4.810570275,2.282508078,0,2
C#C[C@@H]1C=CC=C1[N+](=O)[O-],7.208641202,3.486997362,0,2
C=CC1=CC=C[C@H]1N(C)C,5.309387832,1.994480612,0,0
CN[C@@H]1C=CC=C1N,4.705893034,1.184641618,0,0
CC(C)(C)c1ncc[nH]c1=O,6.279843948,2.207241886,0,1
C=Cc1cncc(N(C)C)n1,5.62647857,2.255628812,0,0
FC(F)(F)c1nccnc1C(Cl)(Cl)Cl,7.682847542,4.28582252,3,0
COCCOCCOc1cscc1C,5.822714063,0.691255903,0,3
O=c1cncc(O)[nH]1,6.139485647,2.390887265,0,2
CC(=O)c1sccc1C#N,7.46289804,3.126181623,0,1
c1ccc2c(c1)ccc1ccc3ccc4ccccc4c3c12,5.63897334,2.052890187,0,0
C#CC1(OC)CCCC1,7.02751312,1.114888754,0,1
C#CC1(C#N)CCCC1,7.763899411,1.683048236,0,0
CN[C@@H]1C=CC=C1O,5.425804225,1.077513957,0,1
N=C(O)[C@@H]1C=CC=C1c1ccccc1,5.571603195,2.074665504,0,1
C[C@H]1C=CC=C1C(=N)O,6.05345733,2.131849754,0,1
CN(C)[C@H]1C=CC=C1C(Cl)(Cl)Cl,5.571366181,4.713332733,0,0
CCc1cncc(NC)n1,5.754164622,1.793476386,0,0
COCCOCCOc1csc([N+](=O)[O-])c1,6.299030537,3.479569285,0,5
CC(C)(C)c1ccc([N+](=O)[O-])s1,6.855970908,3.49110754,0,2
Fc1cscc1-c1ccccc1,6.107415776,1.725098015,1,0
Oc1ccc(Cl)s1,5.728156213,2.628603536,0,1
Clc1sccc1C(Cl)(Cl)Cl,6.6074021,4.342676119,0,0
CC(C)(C)c1cscc1F,6.421607258,1.181829915,1,0
CC(C)(C)N1SNc2ccc(C(Cl)(Cl)Cl)cc21,4.482870687,3.552001162,0,0
CC(=O)c1cscc1-c1ccccc1,6.15878236,2.185454599,0,1
C#Cc1cnc(Cl)cn1,7.093874099,2.701716832,0,0
CNc1csc(C(C)=O)c1,5.353834612,2.455055635,0,1
Cc1cncc(C(=O)O)n1,7.126626423,2.861628551,0,2
O=c1cncc(C(Cl)(Cl)Cl)[nH]1,6.785990913,4.320240763,0,1
CN(C)c1cncc(N)n1,5.292324866,1.674432655,0,0
CNc1cnc(NC)cn1,4.814031928,1.794904643,0,0
CNc1nccnc1C,5.766842942,1.715744785,0,0
CC(=O)[N]C1=C([N]C(C)=O)NC=CN1,5.78385822,2.953191174,0,2
C#Cc1cncc(N)n1,6.166730552,2.373601996,0,0
CNc1cncc(C(F)(F)F)n1,6.213599195,2.353801771,3,0
C/C(O)=N/[C]1C=NC=C([NH])N1,5.463579177,2.357980286,0,1
Cc1nccnc1N(C)C,5.591901636,1.876545154,0,0
CN(C)c1nccnc1C(F)(F)F,6.033116434,2.407419269,3,0
CNc1cncc(C(Cl)(Cl)Cl)n1,6.109423617,4.144112534,0,0
COC1(C#N)CCCC1,7.449104854,1.460008757,0,1
C=C[C@H]1CC[C@H](O)CC1,6.959503929,0.525012522,0,1
NC(=O)C1=CC=C[C@H]1N,6.101757955,2.455766214,0,1
O=C(O)[C@H]1C=CC=C1[N+](=O)[O-],7.106894624,3.711821527,0,4
COC1=CC=C[C@@H]1O,5.293489731,1.784450563,0,2
CO[C@H]1CCC[C@@H](C#N)C1,7.035955196,0.624616532,0,1
CNC=O,7.264685455,0.606667071,0,1
C#CC1=CN(C)C=CC1=C1C=CN(CF)C=C1,3.651938582,1.687333335,1,0
CN1C=CC(=C2C=CN(CO)C=C2C#N)C=C1,3.709670962,1.744739187,0,1
CCC1=CN(C)C=C(F)C1=C1C=CN(C)C=C1,3.225587592,1.345421628,1,0
CCC1=CN(C)C=C/C1=C1/C=CN(C)C=C1OC,2.972031111,1.187982653,0,1
CN1C=CC(=C2C=CN(CC(F)(F)F)C=C2)C=C1,3.422685841,1.081099315,3,0
CN1C=C/C(=C2/C=CN(C)C(C#N)=C2)C([N+](=O)[O-])=C1,4.125893479,2.895832635,0,2
COCN1C=CC(=C2C=CN(C)C=C2)C=C1C(=O)O,3.706771856,2.19471214,0,3
C=CC1=C/C(=C2/C=CN(C)C(C(Cl)(Cl)Cl)=C2)C=CN1C,3.578831842,4.88899018,0,0
COCCOC1=C/C(=C2\C=CN(C)C(Cl)=C2)C=CN1C,3.197122337,2.629766265,0,2
C=CC1=CN(C)C=C/C1=C1/C=CN(C)C=C1C=C,3.177379572,1.287979931,0,0
CN1C=CC(=C2C=CN(C)C(C#N)=C2N(C)C)C=C1,3.498190089,1.881189275,0,0
CNCN1C=CC(=C2C=CN(C)C=C2)C(Cl)=C1,3.387555248,1.262057219,0,0
COCCOCCOC1=CN(C)C=C/C1=C1/C=CN(C)C=C1Cl,3.293226202,1.373588877,0,3
COCN1C=CC(=C2C=CN(C)C=C2)C(Cl)=C1,3.510846681,1.353051493,0,1
CN1C=C[C]([C]2C=CN(C)C=C2C(Cl)(Cl)Cl)C(O)=C1,3.469188803,4.766823173,0,1
CC1=CC(=C2C=CN(C)C=C2)C=C(C#N)N1C,3.536102668,1.939810079,0,0
CC(=O)C1=CC(=C2C=CN(C)C=C2)C(N)=CN1C,3.363278266,2.179211635,0,1
C#CC1=CN(C)C=C/C1=C1\C=CN(C)C(C(C)=O)=C1,3.629112297,2.305092395,0,1
CN1C=CC(=C2C=C(Cl)N(C)C(c3ccccc3)=C2)C=C1,3.543762088,1.853058829,0,0
COC1=CC(=C2C=CN(C)C=C2)C=C(OC)N1C,2.971271084,1.19382647,0,2
CN1C=CC(=C2C=CN(CC#N)C=C2)C(Cl)=C1,3.571429867,1.406445646,0,0
CNC1=CN(CC#N)C=C[C]1[C]1C=CN(C)C=C1,3.33512727,1.206855452,0,0
C#CC1=CN(C)C=C(C#C)C1=C1C=CN(C)C=C1,3.539140319,1.757446538,0,0
COCCOCCOC1=C(OCCOC)C(=C2C=CN(C)C=C2)C=CN1C,3.17895202,1.11947655,0,5
CN1C=CC(=C2C=CN(C)C(C(C)(C)C)=C2N(C)C)C=C1,3.310271785,1.412683916,0,0
COCCOCCOCCOC1=C(C)N(C)C=CC1=C1C=CN(C)C=C1,3.059466507,1.159368419,0,4
CCCN1C=CC(=C2C=CN(C)C=C2)C=C1C(C)(C)C,3.223843881,1.133422025,0,0
CC(=O)C1=CN(C)C(C(C)=O)=C[C]1[C]1C=CN(C)C=C1,3.803585921,2.37430809,0,2
CC(=O)CN1C=CC(=C2C=CN(C)C=C2)C=C1,3.361706458,1.717038947,0,1
CC(=O)CN1C=CC(=C2C=CN(C)C(C(C)(C)C)=C2)C=C1,3.348471613,1.675285566,0,1
CC(=O)C1=C(Cl)C(=C2C=CN(C)C=C2)C=CN1C,3.581499956,2.416918837,0,1
CN1C=CC(=C2C=CN(CC#N)C(c3ccccc3)=C2)C=C1,3.56747036,1.748948964,0,0
CN1C=CC(=C2C=CN(CC(=O)O)C=C2c2ccccc2)C=C1,3.292120075,1.5371111,0,2
N#CCN1C=CC(=C2C=CN(Cc3ccccc3)C=C2)C=C1,3.496609484,1.205116312,0,0
COCCOCCOC1=CN(C)C=C/C1=C1\C=CN(C)C(OCCOC)=C1,3.116339559,1.157091896,0,5
CC1=CN(C)[CH][C]([N+](=O)[O-])[C]1[C]1C=CN(C)C=C1,3.786959755,2.653967534,0,2
CC1=C/C(=C2\C=CN(C)C=C2C(Cl)(Cl)Cl)C=CN1C,3.492163617,4.75061272,0,0
CC1=C/C(=C2/C=CN(C)C([N+](=O)[O-])=C2)C=CN1C,3.884062076,2.954531835,0,2
COCN1C=CC(=C2C=CN(CC(C)(C)C)C=C2)C=C1,3.386218282,0.958446116,0,1
C=CCN1C=CC(=C2C=CN(C)C=C2)C=C1OC,3.100566491,1.152621868,0,1
COCN1C=CC(=C2C=CN(C)C(OC)=C2)C=C1,3.187806321,1.11436063,0,2
COCCOC1=CC(=C2C=CN(C)C=C2)C=CN1CO,3.303024665,0.947475844,0,3
C#CC1=CC(=C2C=CN(C)C=C2)C=CN1CC(=O)O,3.483673962,1.880137392,0,2
COCCOCCOC1=C([N+](=O)[O-])C(=C2C=CN(C)C=C2)C=CN1C,3.78725028,2.749790575,0,5
CN1C=C[C]([C]2C=CN(C)C=C2[N+](=O)[O-])C([N+](=O)[O-])=C1,4.345275084,2.839178044,0,4
CN1C=C/C(=C2/C=CN(C)C=C2[N+](=O)[O-])C([N+](=O)[O-])=C1,4.202815361,3.154340139,0,4
C#CCN1C=CC(=C2C=CN(C)C=C2C(C)=O)C=C1,3.641892085,1.933164882,0,1
CC(=O)C1=CC(=C2C=CN(C[N+](=O)[O-])C=C2)C=CN1C,3.77266642,3.268646455,0,3
CN[C]1[C](C(C)=O)C(=C2C=CN(C)C=C2)C=CN1C,3.577222604,1.61818427,0,1
CC(=O)C1=CC(=C2C=CN(C)C=C2)C(C)=CN1C,3.439028573,2.198154704,0,1
CN1C=C/C(=C2/C=CN(C)C(C(Cl)(Cl)Cl)=C2)C(C#N)=C1,3.879610873,4.820431292,0,0
COCCOCCOC1=C/C(=C2/C=CN(C)C(F)=C2)C=CN1C,3.383176746,1.214310832,1,3
CN1C=CC(=C2C=C(F)N(C)C(C(F)(F)F)=C2)C=C1,3.7042863,1.944699812,4,0
CC1=C(F)N(C)C=CC1=C1C=CN(C)C=C1,3.304366483,1.326907653,1,0
C#CC1=C(C(Cl)(Cl)Cl)N(C)C=CC1=C1C=CN(C)C=C1,3.841262869,5.120423269,0,0
CN1C=CC(=C2C=C(C#N)N(C)C(C(F)(F)F)=C2)C=C1,3.901144488,2.309936054,3,0
CN1C=C[C]([C]2C=CN(C)C=C2C(F)(F)F)C(N)=C1,3.279820639,1.446341225,3,0
CN1C=CC(=C2C=C(O)N(C)C=C2[N+](=O)[O-])C=C1,3.731897375,2.796684292,0,3
CNC1=CN(C)C=C(O)[C]1[C]1C=CN(C)C=C1,3.016617467,1.32372567,0,1
CCC1=C/C(=C2/C=CN(C)C(CC)=C2)C=CN1C,3.15873117,0.97325734,0,0
CCC1=C/C(=C2\C=CN(C)C=C2OCCOCCOC)C=CN1C,3.201891208,0.929247577,0,3
CCC1=C/C(=C2\C=CN(C)C(C(F)(F)F)=C2)C=CN1C,3.467000488,1.647161662,3,0
CCC1=C(C)C(=C2C=CN(C)C=C2)C=CN1C,3.118163979,1.151603014,0,0
CC(=O)CN1C=CC(=C2C=CN(C)C(C#N)=C2)C=C1,3.685983539,1.985343239,0,1
CN1C=C[C]([C]2C=CN(C)C=C2O)C=C1,3.242439694,1.266404199,0,1
CN1[CH][C](C(Cl)(Cl)Cl)[C]([C]2C=CN(C)C=C2[N+](=O)[O-])C=C1,3.91724502,4.799322134,0,2
C=CC1=CC(=C2C=CN(C)C=C2)C([N+](=O)[O-])=CN1C,3.823906218,2.673879527,0,2
COCN1C=CC(=C2C=CN(C)C(Cl)=C2)C=C1,3.509335565,2.664876866,0,1
CN1C=C/C(=C2\C=CN(C)C(Cl)=C2)C(Cl)=C1,3.495322703,2.62196717,0,0
O=[N+]([O-])CN1C=CC(=C2C=CN(CF)C=C2)C=C1,3.832573373,3.184378258,1,2
CN1C=C/C(=C2\C=CN(C)C([N+](=O)[O-])=C2)C=C1Cl,4.006874771,3.100315741,0,2
C=CC1=CC(=C2C=CN(C)C=C2)C=C(C=C)N1C,3.438080804,1.835470898,0,0
CN1C=CC(=C2C=CN(C)C(N)=C2C#N)C=C1,3.476334371,1.344801464,0,0
C#CCN1C=CC(=C2C=CN(C)C=C2)C=C1C(=O)O,3.694183061,2.243874422,0,2
C=CCN1C=CC(=C2C=CN(C)C=C2)C=C1C(F)(F)F,3.564984613,1.716397997,3,0
CNC1=CC(=C2C=CN(CO)C=C2)C=CN1C,3.167037845,1.020297551,0,1
COCN1C=CC(=C2C=CN(C)C=C2)C(C#N)=C1,3.684819232,1.799803601,0,1
CCN1C=CC(=C2C=CN(C)C=C2)C=C1C(=O)O,3.553533935,2.158974739,0,2
CCN1C=CC(=C2C=CN(COC)C=C2)C=C1,3.377934067,0.840164228,0,1
CN1C=CC(=C2C=CN(CN)C(N)=C2)C=C1,3.110670287,0.820211005,0,0
C#CC1=CC(=C2C=CN(C)C=C2)C=CN1Cc1ccccc1,3.431076515,1.85607394,0,0
CC(=O)C1=C(C#N)C(=C2C=CN(C)C=C2)C=CN1C,3.660822294,2.913880256,0,1
CN1C=CC(=C2C=CN(CC(=O)O)C=C2)C=C1c1ccccc1,3.341876279,1.685279622,0,2
CN1C=CC(=C2C=CN(CC#N)C=C2)C=C1C(Cl)(Cl)Cl,3.761407762,4.858003671,0,0
COCN1C=CC(=C2C=CN(C)C=C2)C=C1N(C)C,3.376876097,1.101148425,0,1
CC(=O)CN1C=CC(=C2C=CN(C)C=C2C(C)=O)C=C1,3.676640429,1.753447725,0,2
COCCOC1=C/C(=C2\C=CN(C)C([N+](=O)[O-])=C2)C=CN1C,3.878171791,2.909081382,0,4
CN1C=C/C(=C2/C=CN(C)C(C#N)=C2)C(C(F)(F)F)=C1,3.779045871,2.095320599,3,0
COCCOC1=CC(=C2C=CN(C)C=C2)C(C(C)=O)=CN1C,3.322600809,1.91371145,0,3
CC(=O)C1=CN(C)C=C[C]1[C]1C=CN(C)C=C1F,3.646714157,1.919087878,1,1
COCCOC1=CC(=C2C=CN(CC(C)=O)C=C2)C=CN1C,3.192907473,1.733169211,0,3
CN1C=CC(=C2C=CN(CC(=O)O)C=C2C#N)C=C1,3.694120415,1.785773828,0,2
C#CC1=C(C#C)N(C)C=CC1=C1C=CN(C)C=C1,3.461552579,2.154937998,0,0
N[C@@H]1SCCS[C@@H]1C(=O)O,6.724335455,2.263619842,0,2
CO[C@@H]1CS[C@H](F)CS1,6.65611713,1.720501345,1,1
CN[C@@]1(C#N)CSCCS1,6.391079173,2.286947343,0,0
C[C@@]1(C(=O)O)CSCCS1,6.657417034,2.434303927,0,2
CC[C@H]1CSC[C@H](F)S1,6.577336097,0.574178614,1,0
C[C@@]1([N+](=O)[O-])CSCCS1,6.673159912,2.968784512,0,2
N[C@@]1(C(=O)O)CSCCS1,6.588770694,1.536136616,0,2
CN(C)[C@@H]1SCCS[C@@H]1F,6.022861824,2.100966065,1,0
C[C@@H]1CSC[C@H](C(=O)O)S1,6.48685798,1.128764212,0,2
CN(C)[C@@H]1CS[C@H]([N+](=O)[O-])CS1,5.730030498,2.965498117,0,2
CO[C@@H]1CSC[C@H](OC)S1,6.401001364,0.392299194,0,2
CN[C@@H]1SCCS[C@@H]1C,6.093313136,0.456756992,0,0
CN[C@@H]1CS[C@H](C(=N)O)CS1,6.445569909,1.750891284,0,1
C[C@@H]1CSC[C@H](C(=N)O)S1,6.581665943,2.263907197,0,1
N=C(O)[C@H]1SCCS[C@H]1O,6.886614365,2.39862656,0,2
N=C(O)[C@@H]1CSC[C@H](O)S1,6.843135156,0.929593853,0,2
C[C@@H]1CS[C@H](C)CS1,6.266881914,0.32783865,0,0
CN[C@H]1CSC[C@@H](C#N)S1,6.208147214,2.274581926,0,0
CN(C)[C@@]1(O)CSCCS1,5.819238515,0.448928073,0,1
CN[C@H]1CSC[C@@H](C)S1,5.883508772,0.29667603,0,0
CO[C@@H]1SCCS[C@@H]1C,6.351810755,0.426012312,0,1
C#C[C@@H]1CS[C@H](F)CS1,6.737972391,2.152534467,1,0
CN(C)[C@@H]1CS[C@H](N)CS1,5.77808578,0.432265508,0,0
CC[C@@H]1CS[C@H](N)CS1,6.16324085,0.601109945,0,0
C#C[C@@H]1CSC[C@H](O)S1,6.70649449,2.218298556,0,1
N#C[C@@H]1CS[C@H](C(Cl)(Cl)Cl)CS1,6.98526391,3.767608335,0,0
C#C[C@@]1([N+](=O)[O-])CSCCS1,6.817063425,3.23278076,0,2
C#C[C@@H]1SCCS[C@@H]1C#C,6.594483275,2.050768276,0,0
C=C[C@@H]1CSC[C@H](C#N)S1,6.740834003,2.469775118,0,0
C=C[C@@H]1CSC[C@H](C(Cl)(Cl)Cl)S1,6.551080008,3.763554056,0,0
CC[C@@H]1CSC[C@H](NC)S1,6.033944575,0.504260685,0,0
CCC1(CC)CSCCS1,6.238068184,0.438127098,0,0
C=C[C@H]1SCCS[C@H]1C(Cl)(Cl)Cl,6.498912303,3.735573364,0,0
N=C(O)C1(C(=N)O)CSCCS1,6.873721126,2.966711184,0,2
CN[C@]1(C)CSCCS1,5.962999832,0.456032484,0,0
CN[C@@H]1CSC[C@H](NC)S1,5.965745238,0.537956274,0,0
CO[C@@H]1CS[C@H](C)CS1,6.268807985,0.483358494,0,1
CN[C@@H]1CS[C@H](NC)CS1,5.893220812,0.475337383,0,0
CN[C@H]1SCCS[C@H]1NC,5.969946986,0.453078876,0,0
C#C[C@@H]1CS[C@H]([N+](=O)[O-])CS1,6.901028823,3.065832276,0,2
N#C[C@]1(C(Cl)(Cl)Cl)CSCCS1,6.758239992,3.78341964,0,0
CC[C@@H]1CSC[C@H](O)S1,6.527017195,0.43771443,0,1
CC[C@@H]1SCCS[C@@H]1CC,6.239444846,0.433542203,0,0
O=[N+]([O-])[C@H]1CSC[C@@H](F)S1,6.788911413,3.136486765,1,2
N[C@@H]1CS[C@H]([N+](=O)[O-])CS1,6.297759293,3.036719471,0,2
O=[N+]([O-])[C@]1(O)CSCCS1,6.713252532,3.373250341,0,3
N=C(O)C1=CSC(F)=CS1,5.729571088,2.523356626,1,1
O=C(O)C1=CSC=C(F)S1,5.984876719,2.651282186,1,2
CC1=CSC=C(F)S1,5.426446711,1.588996645,1,0
O=C(O)C1=C(F)SC=CS1,5.862050778,2.668802462,1,2
COC1=CSC(F)=CS1,5.414689877,1.578382093,1,1
N[C@]1([N+](=O)[O-])CSCCS1,6.743849468,2.97075798,0,2
CC1=C(O)SC=CS1,5.154035788,1.245177703,0,1
CNC1=CSC=C([N+](=O)[O-])S1,5.398115011,3.445399081,0,2
CNC1=C(N)SC=CS1,4.872671816,1.107399876,0,0
CNC1=CSC(N)=CS1,4.903337556,0.958837602,0,0
COC1=CSC(c2ccccc2)=CS1,5.233579292,1.861112095,0,1
C#CC1=CSC=C([N+](=O)[O-])S1,5.954980683,3.590902933,0,2
COC1=CSC=C(c2ccccc2)S1,5.189736102,1.794167541,0,1
C=C[C@@H]1CS[C@H](C(Cl)(Cl)Cl)CS1,6.582700062,3.708900318,0,0
N#CC1(C#N)CSCCS1,7.03230397,3.23314604,0,0
F[C@H]1SCCS[C@H]1F,6.829298717,1.688218813,2,0
N[C@@H]1CS[C@H](N)CS1,6.183744463,0.661640378,0,0
O[C@@H]1CS[C@H](F)CS1,6.69646925,1.736603233,1,1
N#CC1=CSC(C(=O)O)=CS1,6.213737091,2.905773943,0,2
O=C(O)C1=CSC(C(=O)O)=CS1,6.258854041,2.874641901,0,4
NC1=CSC=C(C(=O)O)S1,5.393484686,2.471141916,0,2
CC1=C(C#N)SC=CS1,5.744449653,2.2797245,0,0
C#C[C@@]1(N(C)C)CSCCS1,5.895700638,2.169394848,0,0
C#C[C@@]1(C(Cl)(Cl)Cl)CSCCS1,6.638717142,3.598763187,0,0
C=CC1(C=C)CSCCS1,6.335346828,2.398771531,0,0
O[C@@H]1SCCS[C@@H]1F,6.798934944,0.857722577,1,1
O=[N+]([O-])[C@]1(c2ccccc2)CSCCS1,6.666075117,3.031749412,0,2
N[C@@H]1CSC[C@H]([N+](=O)[O-])S1,6.542736859,3.060044126,0,2
O=C(O)C1=CSC=CS1,5.764403275,2.506526409,0,2
N#CC1=CSC(N)=CS1,5.30763539,2.364213701,0,0
O=C(O)C1=C(O)SC=CS1,5.550220936,2.246396747,0,3
CN(C)C1=CSC=C(C#N)S1,5.251780694,2.291386649,0,0
C=CC1=C(C=C)SC=CS1,5.379973788,2.257927345,0,0
C=CC1=CSC=C(C(=N)O)S1,5.536135232,2.485371691,0,1
OC1=CSC=C(c2ccccc2)S1,5.230619347,1.859151586,0,1
C#CC1=C(c2ccccc2)OC=CO1,5.425000684,2.195228224,0,2
O=[N+]([O-])[C@@H]1CS[C@H](F)CS1,7.041340452,3.112851669,1,2
COC1(OC)CSCCS1,6.396612527,0.553408414,0,2
O=C(O)C1=CSC=C([N+](=O)[O-])S1,6.310993354,3.732269589,0,4
N[C@@H]1CS[C@H](O)CS1,6.119569296,0.988944083,0,1
N=C(O)C1=C(F)SC=CS1,5.868803702,2.450365319,1,1
C1=CSC(c2ccccc2)=CS1,5.268107218,1.811298771,0,0
O=[N+]([O-])[C@H]1SCCS[C@H]1[N+](=O)[O-],6.968094392,3.350339356,0,4
O[C@H]1CSC[C@@H](F)S1,6.829459963,0.498846501,1,1
NC1=C(c2ccccc2)SC=CS1,4.969391574,1.508133307,0,0
CNC1=CSC([N+](=O)[O-])=CS1,5.323714989,3.535345049,0,2
CC1=C(N)SC=CS1,4.889238015,1.113873078,0,0
O=[N+]([O-])[C@@H]1SCCS[C@@H]1F,6.779455928,2.925773593,1,2
NC1=CSC=C(C(Cl)(Cl)Cl)S1,5.292909478,4.467324333,0,0
CN(C)C1=CSC=C(N)S1,4.757671347,1.017773827,0,0
N#CC1=CSC=C(C(=O)O)S1,6.270914619,2.979600738,0,2
N#CC1=CSC=C(C(=N)O)S1,6.067946642,2.873559582,0,1
O=[N+]([O-])[C@@H]1CS[C@H](c2ccccc2)CS1,6.557197699,3.005844198,0,2
COC1=CSC=C([N+](=O)[O-])S1,5.672101669,3.549050751,0,3
NC1=CSC(C(=O)O)=CS1,5.359183672,2.498486171,0,2
CNC1=C(F)SC=CS1,5.126539296,1.585825713,1,0
CN(C)C1=C(N)SC=CS1,4.88482093,1.089285132,0,0
COC1=CSC=C(N)S1,4.959825624,1.297049964,0,1
CC1=CSC=C(c2ccccc2)S1,5.247615703,1.775400578,0,0
FC1=C(c2ccccc2)SC=CS1,5.489061253,2.010732699,1,0
C=CC1=CSC=C(C=C)S1,5.223773058,2.153368904,0,0
O=C(O)C1=CSC=C(C(=O)O)S1,6.321251782,3.002917382,0,4
C=CC1=CSC=C(F)S1,5.434818206,2.144949892,1,0
ClC(Cl)(Cl)C1=CSC(C(Cl)(Cl)Cl)=CS1,6.083554696,3.648604085,0,0
C=CC1=C(c2ccccc2)SC=CS1,5.326066401,2.182688333,0,0
CCC1=CSC(N(C)C)=CS1,4.905018852,1.019758293,0,0
C=CC1=C(C)SC=CS1,5.240058182,1.77052254,0,0
C#C[C]1SC=CS[C]1N(C)C,5.018242816,1.900460662,0,0
CC[C@@H]1C=COC(N(C)C)=C1,5.092844121,0.338898897,0,1
COC1=C(C)SC=CS1,5.096075366,1.201522628,0,1
C#CC1=CSC=C(CC)S1,5.381707311,2.014070238,0,0
C=CC1=CSC=C(N(C)C)S1,4.897372905,1.93578455,0,0
CCC1=C(c2ccccc2)SC=CS1,5.298607199,1.563073833,0,0
C=CC1=C(NC)SC=CS1,4.91570611,1.681209849,0,0
CN(C)[C]1SC=CS[C]1C#N,5.495554099,2.018132214,0,0
C#C[C@H]1C=CC=C[C@@H]1C#N,6.631643104,1.868525045,0,0
NCCNCCN,5.331187922,0.616433512,0,0
CCc1cncc(C#N)n1,7.34330554,2.836542583,0,0
C#Cc1cncc(N(C)C)n1,5.765304911,2.284575259,0,0
C#Cc1cncc(C(=O)O)n1,7.33600643,3.043185419,0,2
O=c1cncc(-c2ccccc2)[nH]1,6.180519839,2.699247704,0,1
C#Cc1nccnc1/N=C(/C)O,6.324154489,2.421150784,0,1
C/C(O)=N/c1nccnc1C(Br)(Br)Br,6.553387429,4.755276226,0,1
CC(=O)c1cnc(/N=C(/C)O)cn1,6.500657259,2.8591848,0,2
C/C(O)=N/c1cnc(C#N)cn1,6.674048861,2.813443411,0,1
C/C(O)=N/c1cncc(C)n1,6.268319051,2.036608555,0,1
CNc1nccnc1-c1ccccc1,5.65118563,2.097238582,0,0
O=C(O)c1cnc(C(=O)O)cn1,7.491173406,3.549056106,0,4
C=C[C@H]1CC[C@H](c2ccccc2)CC1,6.543782507,0.635817473,0,0
COCCOC1=CS/C(=C2/SC=C(OCCOC)S2)S1,4.599841229,2.168549981,0,4
COCCOCCOCCOC1=C(N)SC(=C2SC=CS2)S1,4.545124078,1.801383954,0,4
c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51,6.103300697,2.322957937,0,0
O[C@H]1CCC[C@H]1O,6.699596393,0.537118966,0,2
N=C(O)[C@@H]1CCC[C@@H]1[N+](=O)[O-],7.128922147,3.500959555,0,3
N#C[C@@H]1CCC[C@@H]1C(Cl)(Cl)Cl,8.450460987,3.688218836,0,0
CC[C@@H]1C=CC=C1c1ccccc1,5.419767532,1.88247039,0,0
CCC1(CC)CCCCC1,7.106103967,0.415864858,0,0
c1ccc([C@H]2CC[C@H](c3ccccc3)CC2)cc1,6.708332714,0.50707948,0,0
c1ccc([C@@H]2CC[C@@H](c3ccccc3)C2)cc1,6.289409188,0.726813521,0,0
C#Cc1cnc(C=C)cn1,6.550210903,2.799099058,0,0
C#Cc1cncc(C(Cl)(Cl)Cl)n1,7.317282078,4.216959063,0,0
CC(C)(C)c1cnc(C(Br)(Br)Br)cn1,7.023455011,4.32857696,0,0
C/C(O)=N/c1nccnc1C(=O)O,6.601057129,2.909315321,0,3
N=C(O)C1=CC=C[C@@H]1C(=N)O,6.273045834,2.331869006,0,2
COC1=CC=C[C@H]1C(=N)O,5.870007963,1.384541125,0,2
C=C[C@H]1C=CC=C1OC,5.202309472,1.314025457,0,1
C#C[C@H]1C=CC=C1OC,5.359996287,1.449137954,0,1
O[C@H]1C=CC=C1c1ccccc1,5.519263268,2.305716515,0,1
CCC1(c2ccccc2)CCCC1,6.729235428,0.388637869,0,0
C#Cc1cncc(C)n1,6.944309775,2.448238764,0,0
C=Cc1nccnc1C(Cl)(Cl)Cl,6.942922528,4.165392269,0,0
COc1nccnc1C(Br)(Br)Br,6.960356062,4.486195586,0,1
COCCOc1cncc(OC)n1,6.220357523,1.840127033,0,3
COc1cncc(-c2ccccc2)n1,6.242576758,2.300372273,0,1
Cc1cnc(-c2ccccc2)cn1,6.352718799,2.253038653,0,0
Cc1cncc(C(F)(F)F)n1,7.306931512,2.588586081,3,0
O=[N+]([O-])c1cncc(C(Cl)(Cl)Cl)n1,7.974871406,4.013708067,0,2
c1ccc(-c2cnccn2)cc1,6.506252393,2.333595454,0,0
COc1nccnc1C(C)(C)C,6.488515286,1.786901258,0,1
Cc1cnc(C(C)(C)C)cn1,6.640138252,1.918343943,0,0
C=C[C@H]1CC[C@H](OC)CC1,6.831097817,0.480942211,0,1
O=Cc1ccc(Cl)c(Cl)c1,7.107082984,2.81396581,0,1
C(#Cc1ccccc1)c1ccccc1,5.913849937,2.060452087,0,0
CCOC(OCC)OCC,7.33072962,0.372365692,0,3
Cc1ccccc1/C=C/c1ccc(/C=C/c2ccccc2C)cc1,5.222370278,2.516145567,0,0
C[C@H](C=O)c1ccccc1,6.674680524,1.76125088,0,1
C[C@@H](O)CO,6.900453808,0.85695926,0,2
